,Rewards,Epsilon over episodes,Timesteps per episode,Average score over 100 episodes
150,9.0,0.34461218334751764,9,12.97
151,11.0,0.34116606151404244,11,12.96
152,10.0,0.337754400898902,10,12.95
153,13.0,0.334376856889913,13,12.91
154,11.0,0.33103308832101386,11,12.85
155,12.0,0.3277227574378037,12,12.85
156,11.0,0.3244455298634257,11,12.78
157,11.0,0.3212010745647914,11,12.77
158,10.0,0.3179890638191435,10,12.72
159,8.0,0.31480917318095203,8,12.4
160,9.0,0.3116610814491425,9,12.34
161,9.0,0.30854447063465107,9,12.22
162,13.0,0.30545902592830454,13,12.21
163,13.0,0.3024044356690215,13,12.21
164,13.0,0.29938039131233124,13,12.22
165,11.0,0.2963865873992079,11,12.14
166,10.0,0.29342272152521587,10,12.11
167,10.0,0.2904884943099637,10,12.04
168,12.0,0.28758360936686406,12,12.07
169,16.0,0.2847077732731954,16,12.11
170,13.0,0.28186069554046345,13,12.11
171,10.0,0.2790420885850588,10,12.1
172,10.0,0.2762516676992082,10,12.08
173,11.0,0.27348915102221616,11,12.07
174,11.0,0.270754259511994,11,12.08
175,12.0,0.26804671691687404,12,12.07
176,11.0,0.2653662497477053,11,12.01
177,9.0,0.2627125872502282,9,11.95
178,9.0,0.2600854613777259,9,11.93
179,9.0,0.2574846067639487,9,11.85
180,9.0,0.2549097606963092,9,11.77
181,9.0,0.2523606630893461,9,11.76
182,9.0,0.24983705645845267,9,11.75
183,10.0,0.24733868589386815,10,11.66
184,11.0,0.24486529903492946,11,11.55
185,10.0,0.24241664604458016,10,11.51
186,13.0,0.23999247958413436,13,11.51
187,9.0,0.23759255478829303,9,11.42
188,13.0,0.2352166292404101,13,11.45
189,8.0,0.232864462948006,8,11.39
190,10.0,0.23053581831852593,10,11.35
191,11.0,0.22823046013534068,11,11.35
192,11.0,0.22594815553398728,11,11.38
193,10.0,0.22368867397864742,10,11.36
194,12.0,0.22145178723886094,12,11.36
195,9.0,0.21923726936647234,9,11.36
196,13.0,0.2170448966728076,13,11.4
197,10.0,0.21487444770607952,10,11.32
198,11.0,0.21272570322901874,11,11.32
199,10.0,0.21059844619672854,10,11.32
200,11.0,0.20849246173476127,11,11.32
201,11.0,0.20640753711741366,11,11.29
202,10.0,0.20434346174623952,10,11.27
203,11.0,0.20230002712877712,11,11.22
204,9.0,0.20027702685748935,9,11.2
205,10.0,0.19827425658891445,10,11.15
206,9.0,0.1962915140230253,9,11.13
207,12.0,0.19432859888279505,12,11.07
208,11.0,0.1923853128939671,11,11.06
209,11.0,0.19046145976502743,11,11.0
210,10.0,0.18855684516737714,10,11.0
211,10.0,0.18667127671570335,10,11.0
212,9.0,0.18480456394854633,9,10.99
213,10.0,0.18295651830906087,10,10.96
214,9.0,0.18112695312597027,9,10.91
215,11.0,0.17931568359471056,11,10.92
216,9.0,0.17752252675876345,9,10.87
217,9.0,0.17574730149117582,9,10.84
218,10.0,0.17398982847626407,10,10.8
219,10.0,0.17224993019150142,10,10.74
220,9.0,0.1705274308895864,9,10.67
221,15.0,0.16882215658069055,15,10.71
222,13.0,0.16713393501488363,13,10.76
223,10.0,0.16546259566473479,10,10.76
224,10.0,0.16380796970808745,10,10.77
225,9.0,0.16216989001100657,9,10.71
226,12.0,0.1605481911108965,12,10.73
227,14.0,0.15894270919978754,14,10.74
228,9.0,0.15735328210778965,9,10.72
229,10.0,0.15577974928671176,10,10.69
230,8.0,0.15422195179384465,8,10.68
231,10.0,0.1526797322759062,10,10.68
232,8.0,0.15115293495314713,8,10.62
233,12.0,0.14964140560361566,12,10.65
234,9.0,0.1481449915475795,9,10.64
235,9.0,0.1466635416321037,9,10.64
236,11.0,0.14519690621578268,11,10.65
237,12.0,0.14374493715362485,12,10.64
238,10.0,0.1423074877820886,10,10.64
239,9.0,0.1408844129042677,9,10.57
240,10.0,0.13947556877522502,10,10.55
241,8.0,0.13808081308747278,8,10.52
242,9.0,0.13670000495659804,9,10.47
243,10.0,0.13533300490703207,10,10.48
244,10.0,0.13397967485796175,10,10.47
245,10.0,0.13263987810938213,10,10.47
246,10.0,0.1313134793282883,10,10.44
247,10.0,0.13000034453500542,10,10.44
248,10.0,0.12870034108965536,10,10.44
249,9.0,0.12741333767875881,9,10.42
250,9.0,0.12613920430197123,9,10.42
251,9.0,0.12487781225895152,9,10.4
252,10.0,0.123629034136362,10,10.4
253,10.0,0.12239274379499838,10,10.37
254,9.0,0.1211688163570484,9,10.35
255,10.0,0.11995712819347792,10,10.33
256,10.0,0.11875755691154315,10,10.32
257,9.0,0.11756998134242772,9,10.3
258,10.0,0.11639428152900344,10,10.3
259,11.0,0.11523033871371341,11,10.33
260,9.0,0.11407803532657627,9,10.33
261,9.0,0.11293725497331052,9,10.33
262,10.0,0.1118078824235774,10,10.3
263,11.0,0.11068980359934164,11,10.28
264,11.0,0.10958290556334822,11,10.26
265,8.0,0.10848707650771475,8,10.23
266,11.0,0.1074022057426376,11,10.24
267,10.0,0.10632818368521123,10,10.24
268,9.0,0.10526490184835911,9,10.21
269,10.0,0.10421225282987552,10,10.15
270,10.0,0.10317013030157676,10,10.12
271,9.0,0.10213842899856099,9,10.11
272,10.0,0.10111704470857538,10,10.11
273,11.0,0.10010587426148963,11,10.11
274,9.0,0.09910481551887473,9,10.09
275,9.0,0.09811376736368599,9,10.06
276,10.0,0.09713262969004913,10,10.05
277,9.0,0.09616130339314863,9,10.05
278,10.0,0.09519969035921715,10,10.06
279,8.0,0.09424769345562498,8,10.05
280,10.0,0.09330521652106873,10,10.06
281,10.0,0.09237216435585804,10,10.07
282,10.0,0.09144844271229946,10,10.08
283,10.0,0.09053395828517646,10,10.08
284,9.0,0.08962861870232469,9,10.06
285,9.0,0.08873233251530144,9,10.05
286,9.0,0.08784500919014843,9,10.01
287,10.0,0.08696655909824694,10,10.02
288,11.0,0.08609689350726446,11,10.0
289,9.0,0.08523592457219181,9,10.01
290,12.0,0.0843835653264699,12,10.03
291,9.0,0.0835397296732052,9,10.01
292,13.0,0.08270433237647315,13,10.03
293,10.0,0.08187728905270841,10,10.03
294,11.0,0.08105851616218133,11,10.02
295,12.0,0.08024793100055952,12,10.05
296,10.0,0.07944545169055392,10,10.02
297,9.0,0.07865099717364837,9,10.01
298,8.0,0.07786448720191189,8,9.98
299,9.0,0.07708584232989277,9,9.97
300,10.0,0.07631498390659384,10,9.96
301,10.0,0.07555183406752791,10,9.95
302,8.0,0.07479631572685264,8,9.93
303,9.0,0.07404835256958411,9,9.91
304,10.0,0.07330786904388827,10,9.92
305,12.0,0.07257479035344938,12,9.94
306,10.0,0.07184904244991488,10,9.95
307,9.0,0.07113055202541574,9,9.92
308,9.0,0.07041924650516158,9,9.9
309,10.0,0.06971505404010997,10,9.89
310,10.0,0.06901790349970886,10,9.89
311,8.0,0.06832772446471178,8,9.87
312,9.0,0.06764444722006466,9,9.87
313,10.0,0.066968002747864,10,9.87
314,10.0,0.06629832272038537,10,9.88
